age,workclass,education,education.num,marital.status,occupation,sex,capital.gain,capital.loss,hours.per.week,native.country,income
70,?,Assoc-voc,11,Never-married,?,Male,0,0,30,United-States,<=50K
22,Private,Assoc-acdm,12,Never-married,Adm-clerical,Female,0,0,20,United-States,<=50K
42,Private,HS-grad,9,Divorced,Machine-op-inspct,Female,0,0,40,United-States,<=50K
36,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Female,0,0,40,United-States,<=50K
32,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K
44,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
22,?,HS-grad,9,Never-married,?,Male,0,0,45,United-States,<=50K
25,Private,11th,7,Married-spouse-absent,Handlers-cleaners,Male,0,0,40,Mexico,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,50,United-States,<=50K
33,Private,HS-grad,9,Never-married,Other-service,Male,0,0,40,United-States,<=50K
54,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Male,0,0,50,United-States,>50K
42,Self-emp-not-inc,HS-grad,9,Never-married,Exec-managerial,Male,0,0,48,United-States,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,44,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,0,0,44,United-States,<=50K
54,Private,HS-grad,9,Divorced,Exec-managerial,Female,0,0,45,United-States,<=50K
39,Private,Some-college,10,Never-married,Transport-moving,Male,0,0,40,United-States,<=50K
24,Private,Some-college,10,Never-married,Machine-op-inspct,Male,0,0,40,United-States,<=50K
21,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,44,United-States,<=50K
23,Private,9th,5,Never-married,Other-service,Female,0,0,30,United-States,<=50K
54,Private,HS-grad,9,Divorced,Adm-clerical,Female,0,0,42,United-States,<=50K
23,Private,Masters,14,Never-married,Sales,Female,0,0,20,United-States,<=50K
23,Private,Some-college,10,Never-married,Prof-specialty,Male,0,0,25,United-States,<=50K
67,?,HS-grad,9,Widowed,?,Female,0,0,8,United-States,<=50K
19,?,11th,7,Married-civ-spouse,?,Female,0,0,40,Laos,<=50K
32,Private,11th,7,Never-married,Other-service,Male,0,0,40,United-States,<=50K
57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
18,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,30,United-States,<=50K
21,Private,Some-college,10,Never-married,Machine-op-inspct,Female,0,0,40,United-States,<=50K
53,Private,Some-college,10,Widowed,Adm-clerical,Female,0,0,22,United-States,<=50K
21,Private,Some-college,10,Never-married,Handlers-cleaners,Male,0,0,40,United-States,<=50K
53,Private,Doctorate,16,Divorced,Exec-managerial,Female,0,0,55,United-States,>50K
24,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K
36,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Other-service,Male,0,0,40,United-States,<=50K
29,Private,Masters,14,Never-married,Exec-managerial,Male,0,0,60,United-States,<=50K
23,Private,Some-college,10,Never-married,Sales,Male,0,0,40,United-States,<=50K
44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,50,United-States,<=50K
32,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,0,48,United-States,<=50K
25,Private,Bachelors,13,Never-married,Exec-managerial,Female,0,0,50,United-States,<=50K
41,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Male,0,0,27,United-States,<=50K
18,Private,HS-grad,9,Never-married,Other-service,Female,0,0,30,United-States,<=50K
29,Private,Bachelors,13,Never-married,Handlers-cleaners,Male,0,0,40,United-States,<=50K
19,Private,HS-grad,9,Never-married,Other-service,Female,0,0,40,United-States,<=50K
35,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,0,0,65,United-States,>50K
52,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,50,United-States,>50K
28,Private,10th,6,Never-married,Machine-op-inspct,Female,0,0,40,United-States,<=50K
38,Private,HS-grad,9,Never-married,Other-service,Male,0,0,40,United-States,<=50K
42,Private,Some-college,10,Widowed,Sales,Female,0,0,40,United-States,<=50K
41,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,United-States,<=50K
23,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,38,United-States,<=50K
31,Private,Masters,14,Married-civ-spouse,Sales,Male,0,0,76,United-States,>50K
31,Private,5th-6th,3,Never-married,Machine-op-inspct,Male,0,0,45,Mexico,<=50K
46,Private,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K
18,Private,11th,7,Never-married,Sales,Female,0,0,20,United-States,<=50K
57,Self-emp-not-inc,Masters,14,Married-civ-spouse,Tech-support,Male,0,0,38,United-States,>50K
25,Private,Assoc-voc,11,Never-married,Adm-clerical,Female,0,0,38,United-States,<=50K
32,Private,Masters,14,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K
27,Private,9th,5,Never-married,Farming-fishing,Male,0,0,40,United-States,<=50K
17,?,10th,6,Never-married,?,Female,0,0,17,United-States,<=50K
43,State-gov,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K
56,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Prof-specialty,Female,0,0,40,United-States,>50K
19,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Female,0,0,40,United-States,<=50K
20,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K
42,Private,Some-college,10,Never-married,Machine-op-inspct,Male,0,0,45,United-States,<=50K
90,Private,HS-grad,9,Widowed,Transport-moving,Male,0,0,99,United-States,<=50K
25,Private,11th,7,Separated,Machine-op-inspct,Male,0,0,35,United-States,<=50K
27,Private,HS-grad,9,Never-married,Other-service,Female,0,0,40,Jamaica,<=50K
48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,44,United-States,<=50K
48,Federal-gov,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,United-States,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,48,United-States,<=50K
46,Private,Bachelors,13,Widowed,Tech-support,Female,0,0,38,United-States,<=50K
32,Private,5th-6th,3,Married-civ-spouse,Other-service,Male,0,0,40,United-States,<=50K
22,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Male,0,0,40,United-States,<=50K
24,Private,Bachelors,13,Married-AF-spouse,Prof-specialty,Female,0,0,40,United-States,>50K
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,65,United-States,<=50K
20,Private,Some-college,10,Never-married,Prof-specialty,Female,0,0,18,United-States,<=50K
40,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,60,United-States,>50K
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,>50K
54,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,<=50K
59,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Male,0,0,42,United-States,<=50K
17,Private,11th,7,Never-married,Sales,Female,0,0,18,United-States,<=50K
25,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Male,0,0,80,United-States,<=50K
49,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Male,0,0,40,United-States,>50K
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
67,Private,Some-college,10,Widowed,Prof-specialty,Female,0,0,16,United-States,<=50K
28,Private,HS-grad,9,Never-married,Other-service,Male,0,0,40,United-States,<=50K
35,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,Canada,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,0,0,48,United-States,>50K
51,Private,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,0,47,United-States,>50K
55,Private,Bachelors,13,Widowed,Farming-fishing,Male,0,0,40,United-States,<=50K
45,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Male,0,0,78,United-States,>50K
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,48,United-States,<=50K
45,Private,Some-college,10,Divorced,Exec-managerial,Female,0,0,40,United-States,<=50K
35,Private,Bachelors,13,Never-married,Sales,Male,0,0,40,United-States,>50K
55,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,44,United-States,<=50K
59,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K
22,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,55,United-States,<=50K
46,Local-gov,Masters,14,Widowed,Exec-managerial,Female,0,0,35,United-States,<=50K
23,Private,HS-grad,9,Never-married,Farming-fishing,Male,0,0,40,United-States,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,45,United-States,>50K
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,30,Germany,<=50K
51,Private,11th,7,Divorced,Transport-moving,Male,0,0,40,United-States,<=50K
40,Private,Assoc-voc,11,Married-civ-spouse,Sales,Male,0,0,50,United-States,<=50K
24,State-gov,Some-college,10,Never-married,Adm-clerical,Male,0,0,12,United-States,<=50K
20,Private,Some-college,10,Never-married,Farming-fishing,Male,0,0,72,United-States,<=50K
26,Private,HS-grad,9,Divorced,Craft-repair,Male,0,0,40,United-States,<=50K
35,Local-gov,HS-grad,9,Separated,Adm-clerical,Female,0,0,38,United-States,<=50K
23,Private,Some-college,10,Never-married,Machine-op-inspct,Male,0,0,40,Vietnam,<=50K
40,Private,HS-grad,9,Divorced,Craft-repair,Male,0,0,50,United-States,<=50K
49,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Male,0,0,40,United-States,<=50K
32,Private,HS-grad,9,Never-married,Machine-op-inspct,Male,0,0,45,United-States,<=50K
28,Private,Assoc-voc,11,Divorced,Prof-specialty,Female,0,0,40,United-States,<=50K
62,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Male,0,0,50,United-States,>50K
31,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,Mexico,<=50K
47,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Male,0,0,40,United-States,>50K
36,Private,Assoc-voc,11,Never-married,Tech-support,Female,0,0,3,United-States,<=50K
44,State-gov,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K
18,?,HS-grad,9,Never-married,?,Female,0,0,20,United-States,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K
32,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K
51,Self-emp-not-inc,Assoc-acdm,12,Divorced,Transport-moving,Female,0,0,30,United-States,<=50K
48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,45,United-States,>50K
28,Private,Bachelors,13,Never-married,Machine-op-inspct,Female,0,0,40,United-States,<=50K
57,Self-emp-inc,Some-college,10,Married-civ-spouse,Tech-support,Male,0,0,60,United-States,>50K
33,Private,Assoc-voc,11,Married-civ-spouse,Sales,Male,0,0,40,United-States,<=50K
42,Private,HS-grad,9,Separated,Machine-op-inspct,Male,0,0,15,United-States,<=50K
17,Private,10th,6,Never-married,Other-service,Male,0,0,40,United-States,<=50K
63,?,9th,5,Separated,?,Male,0,0,40,United-States,<=50K
31,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,55,United-States,>50K
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,40,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Female,0,0,40,United-States,<=50K
24,Private,Some-college,10,Never-married,Sales,Female,0,0,24,United-States,<=50K
33,Private,Some-college,10,Married-civ-spouse,Transport-moving,Male,0,0,50,United-States,>50K
36,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,<=50K
31,Private,Bachelors,13,Divorced,Exec-managerial,Female,0,0,40,United-States,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Sales,Male,0,0,60,United-States,>50K
34,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,0,0,50,United-States,<=50K
23,Private,HS-grad,9,Never-married,Machine-op-inspct,Female,0,0,40,United-States,<=50K
33,Private,Assoc-voc,11,Divorced,Adm-clerical,Male,0,0,40,United-States,<=50K
59,Private,10th,6,Divorced,Machine-op-inspct,Female,0,0,40,United-States,<=50K
67,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Male,0,0,40,United-States,<=50K
26,Private,HS-grad,9,Divorced,Machine-op-inspct,Male,0,0,40,United-States,<=50K
20,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Female,0,0,36,?,<=50K
24,Private,Bachelors,13,Never-married,Adm-clerical,Male,0,0,39,United-States,<=50K
44,Federal-gov,Assoc-voc,11,Divorced,Tech-support,Male,0,0,40,United-States,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K
28,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,0,0,60,United-States,<=50K
19,Private,HS-grad,9,Never-married,Other-service,Female,0,0,20,United-States,<=50K
20,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K
64,Private,HS-grad,9,Divorced,Other-service,Female,0,0,15,United-States,<=50K
47,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Female,0,0,40,United-States,>50K
36,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,35,United-States,<=50K
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,44,United-States,>50K
19,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Female,0,0,40,Mexico,<=50K
22,Private,HS-grad,9,Never-married,Sales,Female,0,0,35,United-States,<=50K
56,Private,9th,5,Divorced,Adm-clerical,Male,0,0,40,United-States,<=50K
22,Private,Some-college,10,Never-married,Adm-clerical,Male,0,0,50,United-States,<=50K
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,99,United-States,>50K
57,Local-gov,Bachelors,13,Widowed,Prof-specialty,Female,0,0,35,United-States,<=50K
38,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Male,0,0,50,United-States,>50K
34,Private,HS-grad,9,Never-married,Machine-op-inspct,Female,0,0,40,United-States,<=50K
22,?,11th,7,Separated,?,Female,0,0,40,United-States,<=50K
38,Federal-gov,Some-college,10,Divorced,Exec-managerial,Female,0,0,40,United-States,<=50K
32,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,45,United-States,>50K
29,Private,12th,8,Married-spouse-absent,Other-service,Female,0,0,40,United-States,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K
71,Local-gov,HS-grad,9,Widowed,Exec-managerial,Female,0,0,33,United-States,<=50K
20,Private,11th,7,Never-married,Transport-moving,Male,0,0,40,United-States,<=50K
25,Private,HS-grad,9,Never-married,Machine-op-inspct,Male,0,0,36,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,?,>50K
20,?,HS-grad,9,Never-married,?,Female,0,0,40,United-States,<=50K
61,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Male,0,0,50,United-States,>50K
24,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Female,0,0,40,United-States,<=50K
51,Private,9th,5,Never-married,Other-service,Female,0,0,40,United-States,<=50K
27,Private,HS-grad,9,Never-married,Adm-clerical,Male,0,0,40,United-States,<=50K
31,Private,HS-grad,9,Divorced,Machine-op-inspct,Male,0,0,40,United-States,<=50K
39,Private,HS-grad,9,Divorced,Priv-house-serv,Female,0,0,16,United-States,<=50K
36,?,HS-grad,9,Married-civ-spouse,?,Male,0,0,40,United-States,<=50K
51,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,<=50K
52,Private,HS-grad,9,Never-married,Exec-managerial,Female,0,0,40,United-States,<=50K
49,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
49,Private,HS-grad,9,Divorced,Machine-op-inspct,Male,0,0,40,United-States,<=50K
19,Private,HS-grad,9,Never-married,Other-service,Female,0,0,40,United-States,<=50K
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,0,0,40,United-States,<=50K
67,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,<=50K
58,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,0,0,45,United-States,>50K
61,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K
55,Local-gov,7th-8th,4,Never-married,Other-service,Female,0,0,40,United-States,<=50K
23,?,Assoc-acdm,12,Never-married,?,Male,0,0,16,Philippines,<=50K
35,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Male,0,0,40,United-States,<=50K
35,Private,10th,6,Never-married,Other-service,Female,0,0,38,United-States,<=50K
20,State-gov,Some-college,10,Never-married,Adm-clerical,Female,0,0,10,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Female,0,0,40,United-States,<=50K
23,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,United-States,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,0,0,24,United-States,<=50K
36,Private,Some-college,10,Divorced,Other-service,Female,0,0,40,United-States,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,45,United-States,>50K
27,Private,Bachelors,13,Never-married,Sales,Male,0,0,80,United-States,>50K
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
21,State-gov,Some-college,10,Never-married,Protective-serv,Male,0,0,40,United-States,<=50K
18,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,20,United-States,<=50K
24,Private,Some-college,10,Never-married,Exec-managerial,Male,0,0,20,United-States,<=50K
39,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K
51,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,<=50K
62,Private,Some-college,10,Divorced,Adm-clerical,Female,0,0,30,United-States,<=50K
49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K
20,Private,11th,7,Married-civ-spouse,Other-service,Male,0,0,40,United-States,<=50K
24,Private,Some-college,10,Never-married,Sales,Male,0,0,40,United-States,<=50K
25,Private,HS-grad,9,Never-married,Exec-managerial,Female,0,0,40,United-States,<=50K
54,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Male,0,0,40,United-States,<=50K
25,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K
20,?,HS-grad,9,Married-civ-spouse,?,Female,0,0,45,United-States,<=50K
43,Private,Some-college,10,Divorced,Sales,Female,0,0,55,United-States,>50K
24,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,0,0,40,United-States,<=50K
18,Private,11th,7,Never-married,Other-service,Male,0,0,20,United-States,<=50K
45,Self-emp-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Female,0,0,40,?,>50K
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,25,United-States,<=50K
26,Private,Bachelors,13,Never-married,Sales,Male,0,0,40,United-States,<=50K
47,Private,Some-college,10,Never-married,Other-service,Male,0,0,40,United-States,<=50K
54,?,HS-grad,9,Married-civ-spouse,?,Male,0,0,40,United-States,<=50K
21,Without-pay,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K
29,Private,HS-grad,9,Divorced,Other-service,Female,0,0,99,United-States,<=50K
68,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Male,0,0,15,United-States,<=50K
21,Private,Some-college,10,Never-married,Exec-managerial,Male,0,0,48,Mexico,<=50K
28,Self-emp-inc,Some-college,10,Never-married,Exec-managerial,Male,0,0,30,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Female,0,0,40,United-States,>50K
35,Private,HS-grad,9,Separated,Transport-moving,Female,0,0,48,United-States,<=50K
50,Self-emp-not-inc,10th,6,Never-married,Craft-repair,Male,0,0,25,United-States,<=50K
48,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Male,0,0,40,United-States,<=50K
17,?,10th,6,Never-married,?,Male,0,0,40,United-States,<=50K
23,Private,Some-college,10,Never-married,Exec-managerial,Male,0,0,40,United-States,<=50K
53,Private,HS-grad,9,Widowed,Sales,Female,0,0,30,United-States,<=50K
50,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Male,0,0,40,United-States,>50K
32,?,5th-6th,3,Never-married,?,Female,0,0,45,Mexico,<=50K
53,Private,12th,8,Married-spouse-absent,Handlers-cleaners,Male,0,0,56,Dominican-Republic,<=50K
52,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,48,United-States,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,50,United-States,<=50K
43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Male,0,0,50,United-States,>50K
35,Private,Bachelors,13,Married-civ-spouse,Other-service,Female,0,0,32,United-States,<=50K
41,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Male,0,0,50,United-States,>50K
22,Private,Some-college,10,Never-married,Sales,Male,0,0,40,United-States,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Other-service,Male,0,0,60,United-States,>50K
45,Private,Masters,14,Married-civ-spouse,Sales,Male,0,0,40,United-States,>50K
31,Private,9th,5,Married-civ-spouse,Farming-fishing,Female,0,0,42,United-States,<=50K
47,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Transport-moving,Male,0,0,20,United-States,<=50K
53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,Jamaica,<=50K
53,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Male,0,0,60,United-States,>50K
24,Private,Bachelors,13,Never-married,Adm-clerical,Female,0,0,20,United-States,<=50K
34,Private,Some-college,10,Never-married,Other-service,Female,0,0,40,United-States,<=50K
46,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,50,United-States,>50K
29,Federal-gov,Some-college,10,Married-civ-spouse,Protective-serv,Male,0,0,60,United-States,<=50K
61,State-gov,11th,7,Widowed,Other-service,Female,0,0,32,United-States,>50K
31,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,0,0,40,United-States,<=50K
29,Private,HS-grad,9,Married-spouse-absent,Tech-support,Male,0,0,40,United-States,<=50K
42,Private,HS-grad,9,Separated,Craft-repair,Male,0,0,40,United-States,<=50K
50,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,<=50K
34,Private,HS-grad,9,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K
39,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,<=50K
74,Private,1st-4th,2,Married-civ-spouse,Transport-moving,Male,0,0,20,United-States,<=50K
40,Private,Some-college,10,Married-civ-spouse,Sales,Male,0,0,40,United-States,<=50K
40,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Female,0,0,40,United-States,>50K
36,Private,11th,7,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
61,?,Bachelors,13,Married-civ-spouse,?,Male,0,0,40,United-States,>50K
42,?,11th,7,Married-civ-spouse,?,Male,0,0,22,Ecuador,<=50K
28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Female,0,0,40,United-States,>50K
19,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,18,United-States,<=50K
36,Private,Assoc-acdm,12,Separated,Other-service,Female,0,0,32,United-States,<=50K
33,?,Assoc-voc,11,Divorced,?,Female,0,0,40,France,<=50K
48,Private,HS-grad,9,Never-married,Tech-support,Female,0,0,33,Jamaica,<=50K
60,Self-emp-inc,HS-grad,9,Divorced,Craft-repair,Male,0,0,40,United-States,<=50K
30,Private,Masters,14,Never-married,Prof-specialty,Male,0,0,30,United-States,<=50K
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,50,United-States,>50K
51,Private,Some-college,10,Married-civ-spouse,Tech-support,Male,0,0,40,United-States,>50K
53,Private,9th,5,Married-spouse-absent,Machine-op-inspct,Male,0,0,75,Haiti,<=50K
34,Private,Masters,14,Never-married,Tech-support,Female,0,0,40,?,<=50K
48,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Male,0,0,40,Mexico,>50K
68,?,HS-grad,9,Married-civ-spouse,?,Male,0,0,45,United-States,<=50K
32,Private,Assoc-acdm,12,Divorced,Machine-op-inspct,Female,0,0,50,United-States,<=50K
63,?,HS-grad,9,Married-civ-spouse,?,Male,0,0,4,United-States,<=50K
31,Private,HS-grad,9,Divorced,Exec-managerial,Female,0,0,40,United-States,<=50K
58,Self-emp-not-inc,Bachelors,13,Divorced,Other-service,Female,0,0,20,United-States,<=50K
32,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Male,0,0,60,United-States,>50K
32,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,United-States,<=50K
40,Private,Bachelors,13,Divorced,Sales,Male,0,0,80,United-States,<=50K
38,Self-emp-not-inc,10th,6,Separated,Machine-op-inspct,Male,0,0,40,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K
21,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K
63,Private,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,48,?,<=50K
25,Private,HS-grad,9,Never-married,Sales,Male,0,0,45,United-States,<=50K
59,Private,Some-college,10,Married-civ-spouse,Tech-support,Male,0,0,40,United-States,>50K
22,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Female,0,0,10,?,<=50K
49,Private,Some-college,10,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K
36,Private,Bachelors,13,Never-married,Exec-managerial,Male,0,0,40,United-States,<=50K
31,?,HS-grad,9,Married-civ-spouse,?,Female,0,0,30,Mexico,<=50K
46,Private,Some-college,10,Divorced,Priv-house-serv,Female,0,0,30,United-States,<=50K
37,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,0,0,60,United-States,>50K
48,Private,Bachelors,13,Married-civ-spouse,Sales,Male,0,0,40,United-States,>50K
41,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K
36,Private,Some-college,10,Divorced,Exec-managerial,Female,0,0,4,United-States,<=50K
29,Private,Bachelors,13,Divorced,Other-service,Female,0,0,40,United-States,<=50K
59,Private,Prof-school,15,Never-married,Prof-specialty,Male,0,0,50,United-States,<=50K
62,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K
29,Private,10th,6,Never-married,Craft-repair,Male,0,0,40,Mexico,<=50K
28,Private,Bachelors,13,Married-civ-spouse,Sales,Male,0,0,45,United-States,>50K
42,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K
60,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Male,0,0,46,United-States,>50K
58,Private,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,0,50,United-States,>50K
