safe,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
1,43.4948,14.7289,0.076542,828,72.4638,0,0,0,0,0.016064,350,2,1,47,0,0.07,240,11.9875,0,0,1,6.26608
1,27.0655,8.06592,0.080434,872,68.8073,0,0,0,16,0.016631,313,3,1,45,0,0.07,240,11.9875,0,0,1,5.65643
1,25.14,11.4047,0.077839,900,66.6667,0,0,0,6,0.016568,295,3,1,49,0,0.07,240,11.9875,0,0,1,5.4577
1,47.449,9.72466,0.09211,484,123.967,0,0,0,-8,0.016127,366,3,1,53,15.2,0,767,22.4875,0,0,7,6.57205
1,39.2412,9.81142,0.096002,728,82.4176,0,0,0,0,0.020474,373,0,1,48,25.2,-0.07,240,21,0,0,7,6.43416
1,50.0366,17.0491,0.096002,676,88.7574,0.007,359.556,0,-8,0.016757,374,0,1,46,26.4,0,1008,30.0125,0,0,1,6.82047
0,46.0487,18.7954,0.089515,672,89.2857,0.024,1.3,0,-230,0.016127,393,1,0,77,26.4,-0.07,1008,30.0125,0,0,1,6.73078
0,47.3242,9.78196,0.07265,672,89.2857,0.029,274.127,0,-230,0.016001,393,0,0,48,26.4,-0.07,1008,30.0125,0,0,1,6.82199
1,33.3143,8.49374,0.077839,384,156.25,0.079,106.476,0,-72,0.01115,366,0,1,24,22,0,1008,150.019,0,0,1,6.66685
1,35.5182,8.65528,0.075245,632,94.9367,0,0,0,0,0.01619,353,0,1,38,20.8,-0.07,240,214.506,0,0,1,6.66282
1,40.2471,20.3386,0.07265,376,159.574,0,0,0,-44,0.015812,365,0,1,47,0,0.28,752,95.9875,0,0,1,6.84119
1,29.192,30.0186,2.08091,744,80.6452,0,0,0,0,0.013481,351,0,1,29,0,1.26,1010,313.512,0,18.9,1,6.43376
1,29.8653,8.88347,0.090813,744,80.6452,1.287,323.492,0,-22,0.015119,359,0,1,35,0,0.56,240,47.9937,0,20.2,1,6.4075
1,35.7992,13.5778,0.565633,816,73.5294,0,0,0,0,0.012851,358,0,1,41,0,-0.175,255,0,0,12.3,2,7.18143
1,33.6226,8.364,2.70362,524,114.504,0,0,0,0,0.016442,368,0,1,42,28.4,0.77,752,24.0188,0,0,2,8.29004
1,34.9998,12.2712,0.138814,304,197.368,8.7,185.113,0,0,0.018584,365,0,1,41,0,-0.385,511,9.0125,1,19.3,2,8.25492
1,36.1842,17.8597,0.076542,856,70.0935,12.316,277.055,0,0,0.015497,366,0,1,55,0,0,240,5.99375,0,11,2,8.18111
1,31.6559,16.5875,0.081731,572,104.895,9.594,245.82,0,12,0.021545,358,0,1,54,0,-0.455,255,7.48125,1,0,2,7.98315
1,30.3723,14.9641,0.081731,800,75,9.594,245.82,0,22,0.022112,357,0,1,52,23.2,0.385,1008,3.01875,0,0,2,7.92058
1,29.445,7.22014,0.089515,812,73.8916,0,0,0,-4,0.020978,365,0,1,49,0,0.455,1008,4.50625,0,13,1,7.79513
1,29.1113,6.69285,0.121948,676,88.7574,4.681,240.742,0,0,0.020348,371,0,1,51,0,0.28,1008,4.50625,0,12.6,1,7.77253
1,28.3412,18.9929,0.096002,692,86.7052,4.681,240.742,0,120,0.015245,367,0,1,38,0,0.175,1008,19.5125,0,0,1,7.60399
1,28.554,10.642,0.081731,596,100.671,3.605,245.741,0,24,0.01556,368,0,1,36,0,0.385,752,26.9937,0,0,1,7.57534
1,28.4834,7.63233,0.114165,808,74.2574,3.433,239.841,0,-24,0.013418,388,0,1,34,19.2,0.28,752,49.4813,0,0,1,7.53248
0,50.0641,4.90369,0.093407,772,77.7202,4.359,246.484,0,0,0.019529,385,0,0,10,0,0.945,1009,199.5,0,19.7,1,8.28928
1,53.9517,16.1981,0.075245,708,84.7458,2.105,220.03,0,0,0.01304,381,0,1,30,0,0.28,240,64.4875,0,21.5,1,8.58567
1,32.0474,12.824,0.106381,836,71.7703,1.06,242.475,0,124,0.012032,367,0,1,57,22.4,0,1023,4.50625,1,0,1,7.94109
1,33.6353,-4.11112,0.098597,784,76.5306,0.016,167.763,0,-116,0.019529,343,2,1,63,0,0,1008,4.50625,0,15.4,1,7.67192
1,34.7844,1.46889,0.098597,784,76.5306,0.016,167.763,0,-116,0.019529,343,2,1,63,0,0,255,4.50625,0,12.3,1,7.71453
0,47.5448,11.6881,2.95271,772,77.7202,0,0,0,60,0.018584,354,0,0,10,24.4,0.175,496,40.5125,0,0,2,8.33429
1,38.2916,5.67142,0.075245,820,73.1707,0,0,0,-38,0.016064,353,0,1,52,22.4,-0.175,240,64.4875,0,0,1,8.07653
1,33.8486,9.72976,0.089515,688,87.2093,0,0,0,8,0.016001,353,0,1,54,0,0,1008,145.512,0,28.6,1,7.91819
1,33.977,9.32404,0.066164,592,101.351,0.049,312.504,0,-42,0.012032,353,0,1,54,0,1.855,1010,280.481,0,28.6,1,7.93047
1,40.8226,11.7775,0.099894,584,102.74,0.453,149.5,0,-24,0.015434,366,2,1,57,0,-0.175,240,3.01875,0,19.1,2,8.19453
1,33.8644,13.1969,0.084326,900,66.6667,13.073,55.781,0,52,0.016064,352,0,1,52,0,-0.945,255,15.0063,1,22.6,4,7.48222
1,45.4219,13.491,5.09718,880,68.1818,0,0,0,-24,0.016442,366,0,1,44,0,2.52,240,37.4937,0,0,4,8.08091
1,48.0964,10.9245,1.4076,396,151.515,0,0,0,-4,0.016505,366,0,1,37,0,2.345,1008,38.9813,0,0,4,8.38739
1,33.7513,8.95234,0.097299,716,83.7989,18.046,90.65,0,0,0.01745,365,0,1,42,26.8,-0.875,767,4.50625,1,0,4,7.96095
0,29.1243,17.3651,0.076542,412,145.631,17.329,32.701,0,0,0.020033,366,0,0,9,0,-1.26,511,30.0125,1,11.7,4,7.83653
1,39.2853,11.1322,2.61022,924,64.9351,0,0,1,64,0.020537,366,0,1,56,0,-0.455,255,13.5188,1,20.2,4,8.245
1,39.5126,8.28187,0.212761,896,66.9643,0,0,1,4,0.019088,363,0,1,56,0,-0.07,511,10.5,1,13,4,8.25877
1,36.8479,20.1612,3.48591,664,90.3614,0,0,0,0,0.017828,367,0,1,39,0,0.07,255,1.4875,0,3.9,4,8.21082
1,42.8952,10.953,0.189409,936,64.1026,0,0,0,12,0.019151,375,0,1,49,0,0.28,496,0,0,11.3,4,8.47185
1,36.0555,9.66771,0.124543,724,82.8729,0,0,0,-20,0.015434,365,0,1,49,0,0,240,1.4875,0,11.5,4,8.24289
1,34.6967,10.7614,0.098597,888,67.5676,0,0,0,0,0.014489,366,0,1,47,0,0.175,752,1.4875,0,14.3,4,8.19713
0,30.2387,12.8495,0.094705,872,68.8073,16.337,34.266,0,28,0.018647,363,0,0,78,0,0.875,240,7.48125,0,4.7,4,7.90367
1,29.8183,9.56567,0.079137,836,71.7703,16.337,34.266,0,0,0.017072,367,0,1,56,0,0.56,752,3.01875,0,0,4,7.59199
1,29.7361,10.6075,0.096002,552,108.696,16.118,35.752,0,52,0.017135,360,0,1,55,24,0.175,496,1.4875,0,0,4,7.79995
1,31.3787,13.32,0.090813,812,73.8916,13.007,37.804,0,0,0.013859,325,2,1,65,22,0.175,1008,3.01875,1,0,1,7.92176
1,31.1141,10.2463,0.073947,808,74.2574,0,0,0,0,0.014804,324,2,1,65,22,0.175,1008,3.01875,1,0,1,7.89903
1,31.3261,10.1564,0.088218,644,93.1677,0,0,0,0,0.017639,328,2,1,64,22,0.175,1008,3.01875,1,0,1,7.84514
0,33.998,7.35481,0.115462,408,147.059,11.562,120.711,0,6,0.01745,400,2,1,48,22,0.385,496,3.01875,0,0,4,7.74988
1,36.7662,10.7799,0.098597,816,73.5294,0,0,0,-38,0.014552,376,0,1,53,25.6,0.07,255,21,1,0,2,7.82381
1,30.5809,13.8335,0.070056,792,75.7576,15.24,123.099,0,0,0.015182,367,0,1,51,22.4,0.175,752,15.0063,1,0,1,7.54213
1,41.661,7.38117,0.101191,664,90.3614,12.413,125.396,0,0,0.015623,367,0,1,49,22.8,0.175,752,15.0063,1,0,1,8.03449
1,30.877,17.2304,0.084326,932,64.3777,0.033,254.162,0,-50,0.014867,367,0,1,48,22.4,0.175,496,13.5188,1,0,1,7.60914
0,30.8969,14.4042,0.099894,936,64.1026,0.033,254.162,0,-178,0.016631,384,7,0,98,22.8,0.175,496,13.5188,1,0,1,7.60468
1,29.1375,11.5475,0.090813,696,86.2069,0.072,69.243,0,-68,0.015119,367,0,1,44,22.4,0.175,496,13.5188,1,0,1,7.47952
1,28.4437,8.98906,0.09211,408,147.059,0.043,18.683,0,60,0.014048,367,0,1,44,22.4,0.175,496,13.5188,1,0,1,7.41175
1,29.4489,11.4932,0.093407,832,72.1154,0.044,8.896,0,0,0.014552,366,0,1,44,22.4,0.175,496,13.5188,1,0,1,7.13716
1,27.4103,10.2899,0.107678,624,96.1538,0,0,0,0,0.014867,366,0,1,45,22.4,0.175,1008,7.48125,1,0,1,7.00629
1,32.5705,5.40293,0.085623,904,66.3717,0.031,132.06,0,0,0.015182,366,0,1,47,22.4,0.175,1008,7.48125,1,0,1,7.11111
1,36.0112,6.8702,0.083029,848,70.7547,0.036,348.358,0,8,0.01493,366,0,1,45,22.4,0.175,1008,7.48125,1,0,1,7.22065
1,28.672,13.68,0.097299,932,64.3777,0.016,235.622,0,4,0.015119,366,0,1,48,22.8,0.175,1008,7.48125,1,0,1,6.93059
1,27.1023,8.60375,0.144003,824,72.8155,0,0,0,28,0.016883,361,0,1,48,0,-0.175,255,11.9875,1,17.1,1,6.59339
1,28.8656,5.64727,0.094705,880,68.1818,0.01,168.616,0,8,0.012599,368,0,1,49,0,0.175,752,3.01875,0,11.5,2,6.58606
0,48.3571,12.2603,0.080434,840,71.4286,0.016,228.704,0,0,0.017072,373,0,0,26,0,2.135,1009,68.9938,0,14.1,3,7.2672
1,55.6403,19.93,0.083029,820,73.1707,0,0,0,0,0.016442,370,0,1,50,0,0.665,496,26.9937,0,30.6,3,7.64345
1,41.8013,8.5694,0.107678,808,74.2574,8.416,134.401,0,46,0.017387,362,2,1,57,0,0,496,0,0,15.6,4,7.72299
1,34.3994,10.4875,0.093407,800,75,0,0,0,0,0.017828,366,2,1,51,0,0.875,752,26.9937,0,15.8,4,7.52161
1,34.3314,13.213,0.093407,800,75,0,0,0,0,0.018269,366,0,1,51,0,1.05,1008,26.9937,0,15.8,4,7.51166
1,35.3148,6.87887,0.101191,808,74.2574,0,0,0,0,0.016442,366,0,1,57,0,2.24,1008,40.5125,0,8.2,4,7.54633
1,29.2226,6.91305,0.132327,796,75.3769,15.73,107.283,0,0,0.014111,366,0,1,47,0,0.875,496,17.9812,0,11.3,4,7.24144
1,29.357,16.7304,0.098597,800,75,15.429,112.454,0,70,0.016505,366,0,1,44,0,2.415,496,37.4937,0,12.1,4,7.17755
1,26.0108,9.52724,0.09211,804,74.6269,15.229,63.246,0,-38,0.015875,349,2,1,71,0,0,1008,5.99375,0,25,4,6.8347
1,26.3836,12.4579,0.055785,784,76.5306,15.32,56.032,0,-36,0.015812,350,2,1,71,0,-0.175,240,1.4875,0,27.1,4,6.84139
1,27.1394,9.69966,0.119354,260,230.769,15.639,45.708,0,8,0.016946,338,2,1,73,0,0.175,255,1.4875,0,38.2,4,6.79421
1,27.5491,8.55784,0.119354,260,230.769,15.639,45.708,0,28,0.016694,341,2,1,73,0,0.175,1008,4.50625,0,38.2,4,6.81807
1,32.7422,11.2125,0.106381,536,111.94,0,0,0,0,0.016127,349,0,1,71,0,0.28,752,3.01875,0,28.2,4,6.94354
1,29.4569,20.05,0.076542,872,68.8073,0,0,0,-66,0.010268,355,2,1,63,0,0.07,511,1.4875,0,24.7,4,6.77287
1,28.7548,18.4134,0.081731,860,69.7674,17.534,331.717,0,0,0.015371,369,2,1,57,0,0.07,496,3.01875,0,5.6,4,6.69153
0,29.8165,10.1112,0.084326,824,72.8155,22.222,323.066,0,0,0.020348,366,2,0,10,0,1.155,240,7.48125,0,0,4,6.3989
1,29.5423,13.2394,0.094705,412,145.631,0,0,0,0,0.020159,366,0,1,48,0,0.175,240,5.99375,0,0,4,6.39284
1,37.1339,9.27388,0.160868,396,151.515,18.924,306.49,0,128,0.023939,367,0,1,59,0,-0.07,255,3.01875,1,32.6,4,6.49845
1,32.7583,19.7426,0.136219,840,71.4286,22.182,304.446,0,-16,0.023876,392,0,1,53,0,0.175,511,0,0,5.6,4,6.38025
1,32.4555,9.81529,0.09211,840,71.4286,22.34,303.894,0,0,0.023687,402,0,1,51,0,0,255,0,0,4.7,4,6.37056
0,29.9732,18.2806,0.118057,828,72.4638,21.866,312.412,0,-68,0.018899,410,3,1,51,0,-0.175,767,3.01875,1,15.8,4,6.1663
1,31.7181,9.88602,0.11157,820,73.1707,0,0,0,14,0.017954,335,3,1,56,20.4,0.28,240,1.4875,0,0,4,6.08583
1,38.4628,16.9485,2.38837,640,93.75,0.549,300.42,0,14,0.02123,366,0,1,21,0,0.175,1009,479.981,0,3.9,1,11.6755
1,30.6292,10.4432,5.33201,652,92.0245,0.975,292.216,0,0,0.018899,366,0,1,29,0,0.175,1009,481.512,0,7.3,1,11.2466
1,39.2698,12.6533,5.25546,648,92.5926,0,0,0,70,0.01682,366,0,1,44,0,-0.385,511,1.4875,1,0,1,11.5981
1,34.0291,17.362,1.63852,652,92.0245,0.461,221.84,0,0,0.017513,366,0,1,49,28,0.455,496,74.9875,0,0,2,11.4494
1,25.6148,7.00385,1.23376,660,90.9091,0.2,279.065,0,0,0.020915,363,0,1,41,24.8,0.56,241,185.981,0,0,2,10.9448
1,29.631,13.8214,5.34368,652,92.0245,0,0,0,4,0.009386,311,0,1,48,0,0.56,1023,4.50625,1,4.9,1,10.8549
1,33.4215,8.84266,1.44781,700,85.7143,0,0,0,0,0.01052,325,0,1,58,18.4,0.28,1008,115.5,0,0,1,10.7562
1,31.2511,10.8765,2.3287,672,89.2857,0,0,0,0,0.01367,367,0,1,53,0,1.05,752,40.5125,0,28.6,1,11.0053
1,30.8422,15.8784,2.95271,708,84.7458,0,0,0,-36,0.011843,376,0,1,44,26.4,0,255,1.4875,0,0,3,10.924
1,30.6956,8.18597,1.74879,676,88.7574,0,0,0,0,0.012914,373,0,1,43,29.6,0.175,496,4.50625,0,0,3,10.8668
1,30.5508,14.0326,1.83312,688,87.2093,0,0,0,0,0.016442,370,0,1,52,29.2,0.385,1008,16.4937,0,0,3,10.8197
1,30.7864,18.3686,0.097299,804,74.6269,21.304,321.162,0,-18,0.017702,307,3,1,59,0,0.175,767,0,0,5.4,4,6.01256
1,30.1429,20.427,0.084326,880,68.1818,0,0,0,0,0.017828,300,3,1,55,0,-0.455,767,9.0125,1,11.9,4,5.91939
1,29.219,12.0138,0.101191,856,70.0935,0,0,0,16,0.016757,311,3,1,56,0,-0.28,511,9.0125,1,27.1,4,5.77017
0,32.463,17.3848,0.080434,608,98.6842,0,0,0,10,0.017828,324,3,1,64,0,0,496,3.01875,0,4.1,4,5.76462
0,33.4537,9.80406,0.128435,860,69.7674,18.851,350.128,0,-26,0.017639,337,3,1,71,0,0.385,240,10.5,0,22.1,4,5.83099
0,33.0442,9.69643,0.119354,856,70.0935,0,0,0,-8,0.017702,341,3,1,69,0,0.56,240,11.9875,0,24.7,4,5.79679
0,34.2743,11.2171,0.096002,820,73.1707,18.818,15.518,0,-8,0.010709,371,0,1,65,0,0.665,1008,7.48125,0,8.2,4,5.82749
0,32.592,11.1948,0.097299,832,72.1154,21.078,2.835,0,40,0.016631,372,0,1,66,0,0.28,1008,5.99375,0,18,4,5.77112
0,34.5787,4.07679,0.084326,840,71.4286,0,0,0,18,0.016505,378,0,1,66,0,0.56,752,5.99375,0,9.7,4,5.80807
0,43.1977,13.4892,0.075245,684,87.7193,23.799,349.243,0,-38,0.015308,404,0,1,66,0,0.28,496,4.50625,0,14.7,4,6.20006
0,34.6303,18.3366,0.090813,804,74.6269,25.286,332.319,0,28,0.018584,415,2,1,66,0,-0.665,767,4.50625,1,16.3,4,6.0247
0,55.804,20.1366,0.11157,816,73.5294,25.808,323.8,0,0,0.019151,403,0,1,69,0,0.175,1008,3.01875,0,15.8,4,6.82843
0,53.2701,19.0282,0.096002,808,74.2574,25.808,323.8,0,0,0.020159,391,0,1,67,0,-0.385,767,4.50625,1,11.5,4,6.79585
0,31.2638,8.90541,0.099894,764,78.534,27.33,316.385,0,-8,0.017639,306,0,1,73,0,0.28,1008,5.99375,0,28,4,6.25912
0,29.898,6.96168,0.133624,760,78.9474,0,0,0,-6,0.017072,293,0,1,76,0,0,752,3.01875,0,8.9,4,6.19075
0,31.8323,12.1549,0.119354,784,76.5306,27.796,315.229,0,0,0.016127,349,0,1,72,0,-0.175,1023,0,0,8.4,4,6.239
0,30.0052,11.3135,0.098597,396,151.515,28.534,315.254,0,-18,0.021545,356,0,1,68,0,-0.07,511,1.4875,1,24.5,4,6.12718
0,31.9823,8.57179,0.09211,836,71.7703,30.679,322.421,0,0,0.011969,360,0,1,59,0,0,496,0,0,9.3,4,6.07477
0,30.1352,15.9147,0.09211,812,73.8916,29.797,326.403,0,-2,0.016568,377,0,1,51,0,0,752,1.4875,0,30.8,4,5.94063
0,29.7057,10.1508,0.094705,852,70.4225,28.87,326.161,0,2,0.016442,374,0,1,58,0,-0.175,752,0,0,27.3,4,5.88078
0,28.7932,10.8046,0.105083,620,96.7742,0,0,0,-62,0.017135,366,0,1,60,0,0.07,752,1.4875,0,0,4,5.76478
0,28.233,13.0165,0.101191,840,71.4286,0,0,0,-12,0.015434,367,0,1,61,0,0,496,0,0,20.2,4,5.63241
0,27.4199,13.9641,0.096002,800,75,25.905,326.409,0,-4,0.016379,367,2,1,57,0,-0.385,767,1.4875,1,23.2,4,5.5918
0,27.169,20.3556,0.110273,876,68.4932,0,0,0,-8,0.016631,367,2,1,56,0,-0.07,255,1.4875,1,21.5,4,5.52987
0,28.2873,9.93126,0.093407,548,109.489,0,0,0,-32,0.018017,367,2,1,55,0,-0.56,1023,5.99375,1,16,4,5.40712
0,28.1788,10.4742,0.124543,824,72.8155,0,0,0,-44,0.017639,367,2,1,55,0,-0.56,767,4.50625,1,15.2,4,5.40038
0,26.8387,14.6219,0.124543,840,71.4286,0,0,0,12,0.017765,365,0,1,54,0,-0.385,1023,0,0,30.2,4,5.05581
0,48.0307,11.8177,0.079137,864,69.4444,28.399,351.969,0,0,0.017072,366,0,1,58,0,0,511,0,0,22.8,4,5.45058
0,55.1968,12.6204,0.096002,540,111.111,27.743,357.78,0,0,0.012284,366,0,1,58,0,-0.385,1023,3.01875,1,22.6,4,6.43899
0,46.015,17.9575,0.102489,888,67.5676,0,0,0,-46,0.012599,367,0,1,60,0,-0.385,511,3.01875,1,8.6,4,6.28658
0,43.8306,13.987,0.120651,900,66.6667,27.849,357.682,0,-36,0.011843,367,2,1,59,0,0,767,0,0,6,4,6.26986
0,41.5865,14.1596,0.119354,876,68.4932,0,0,0,0,0.011276,369,2,1,57,0,0.175,1008,1.4875,0,17.1,4,6.23299
0,39.1507,6.48166,0.103786,396,151.515,0,0,0,0,0.011024,369,2,1,57,0,-0.175,752,0,0,21.9,4,6.17418
0,36.6323,8.8697,0.102489,804,74.6269,0,0,0,28,0.020537,366,2,1,60,0,0,240,1.4875,0,0,4,6.1675
0,37.6668,15.2697,0.106381,820,73.1707,0,0,0,-68,0.017135,367,2,1,57,0,-0.07,1023,1.4875,1,0,4,6.2691
0,37.1847,11.1824,0.083029,676,88.7574,28.524,5.708,0,-116,0.009638,366,0,1,56,0,-0.07,496,1.4875,0,16.3,4,6.77725
0,35.7081,12.1423,0.101191,560,107.143,0,0,0,-32,0.016883,366,0,1,57,0,-0.07,1008,1.4875,0,16.9,4,6.73061
0,31.7109,9.42436,0.086921,756,79.3651,0,0,0,96,0.009008,367,0,1,55,0,0.175,752,4.50625,0,24.1,4,6.28847
0,28.7582,10.5412,0.090813,748,80.2139,29.005,7.73,0,0,0.015182,367,0,1,54,0,0.455,240,7.48125,0,26.7,4,6.01239
0,29.2875,11.2889,0.097299,772,77.7202,28.877,0.739,0,16,0.015182,367,2,1,57,0,-0.07,496,0,0,19.9,4,5.82863
0,28.2128,10.9464,0.144003,760,78.9474,0,0,0,60,0.016568,367,2,1,57,0,-0.28,496,0,0,24.5,4,5.75256
0,28.1046,10.3977,0.076542,844,71.09,29.601,346.458,0,-12,0.014741,365,2,1,53,0,-0.28,767,3.01875,1,27.6,4,5.51691
0,27.4609,7.61429,0.088218,864,69.4444,0,0,0,0,0.014048,374,3,0,12,0,-0.175,511,3.01875,1,24.3,4,5.40233
0,26.8288,13.1107,0.097299,888,67.5676,0,0,0,0,0.011906,367,3,0,88,0,-0.385,255,3.01875,1,7.1,4,5.19218
0,26.6182,13.453,0.172544,840,71.4286,0,0,0,114,0.010142,365,3,0,96,0,-0.07,240,1.4875,1,4.7,4,5.0956
0,27.1765,19.4872,0.084326,860,69.7674,28.988,5.909,0,8,0.008567,354,2,1,49,0,0,240,1.4875,0,22.3,4,4.89163
0,26.929,12.9598,0.096002,860,69.7674,28.988,5.909,0,8,0.008567,354,2,1,49,0,0,240,1.4875,0,23.6,4,4.87583
0,38.118,10.0686,0.084326,864,69.4444,0,0,0,2,0.023057,355,3,1,49,0,-0.175,752,0,0,11.5,4,5.13245
0,37.5892,17.5275,0.073947,840,71.4286,0,0,0,28,0.021482,358,3,1,49,0,0.07,240,1.4875,0,13.9,4,5.11541
0,32.0326,17.168,0.088218,892,67.2646,0,0,0,4,0.017198,374,0,1,52,0,0.875,496,7.48125,0,14.1,4,4.99313
0,31.9989,15.4426,0.088218,872,68.8073,0,0,0,-2,0.017198,378,0,1,51,0,0.56,240,5.99375,0,10.2,4,4.98608
0,32.2308,10.7452,0.086921,904,66.3717,0,0,0,28,0.023939,391,2,1,53,0,0,240,3.01875,0,25.6,4,4.9182
0,31.5624,10.8721,0.098597,916,65.5022,0,0,0,-16,0.023939,366,2,1,48,0,0.28,496,5.99375,0,25,4,4.84548
0,29.671,9.91323,0.098597,836,71.7703,0,0,0,-2,0.020663,361,3,0,99,0,0.07,752,5.99375,0,23.4,4,4.76825
0,29.3407,13.8954,0.098597,836,71.7703,0,0,0,-8,0.017828,356,3,0,100,0,0.175,240,4.50625,0,23.4,4,4.75027
0,27.84,9.36706,0.048001,904,66.3717,29.252,348.55,0,-26,0.020096,341,2,1,52,0,-0.07,240,1.4875,0,19.3,4,4.62217
0,26.9741,11.0974,0.093407,920,65.2174,29.252,342.593,0,-46,0.017765,354,2,1,57,0,-0.07,767,0,0,17.3,4,4.52957
0,26.9573,8.49459,0.081731,872,68.8073,29.252,342.593,0,-20,0.018017,355,2,1,57,0,-0.175,767,0,0,17.3,4,4.51813
0,31.8063,6.2101,0.099894,836,71.7703,30.39,332.515,0,12,0.016001,348,3,0,70,0,-0.07,496,0,0,21.9,4,4.38064
0,40.8743,10.5021,0.102489,876,68.4932,31.062,331.99,0,-20,0.016946,339,2,1,56,0,-0.07,1008,0,0,3.6,4,4.72411
0,37.4805,17.2024,0.127138,728,82.4176,0,0,0,14,0.01934,369,2,1,54,0,-0.385,511,0,0,3.6,4,4.67771
0,68.3851,11.2237,0.093407,780,76.9231,30.786,332.074,0,0,0.015497,353,0,1,57,0,-0.07,255,0,0,8.9,4,5.7549
0,56.1242,10.1049,0.107678,392,153.061,0,0,0,0,0.01745,358,0,1,59,0,-0.07,240,0,0,6.9,4,5.71349
0,39.1286,15.5591,0.110273,804,74.6269,30.861,332.195,0,-2,0.019025,364,0,1,53,0,-0.175,255,0,0,0,4,5.54054
0,38.9934,10.1765,0.110273,804,74.6269,30.861,332.195,0,-2,0.019025,364,0,1,53,0,-0.07,240,0,0,0,4,5.53212
0,38.304,10.9976,0.110273,804,74.6269,30.851,332.231,0,0,0.017639,365,0,1,52,0,-0.385,767,1.4875,1,0,4,5.52048
0,64.7978,13.5606,0.094705,388,154.639,0,0,0,-20,0.017639,376,0,1,49,0,-0.56,255,3.01875,1,11.3,4,6.47181
0,51.6772,12.3293,0.093407,824,72.8155,0,0,0,-6,0.016442,369,0,1,46,0,-0.56,511,3.01875,1,11.9,4,6.37997
0,52.2327,14.2416,0.101191,796,75.3769,0,0,0,-14,0.015875,373,3,1,52,0,-0.875,511,4.50625,1,17.3,4,6.99903
0,50.1155,18.12,0.106381,808,74.2574,30.283,341.051,0,28,0.018206,363,3,1,64,0,-0.28,511,1.4875,1,15.8,4,7.3037
0,46.4833,17.0965,0.102489,812,73.8916,30.242,342.981,0,-42,0.017576,365,3,1,64,0,0,511,0,0,21.9,4,7.24471
0,38.5905,6.85727,0.12584,808,74.2574,30.316,346.063,0,-94,0.017513,366,2,1,60,0,0,255,0,0,29.3,4,7.06324
0,33.5611,18.8142,0.090813,796,75.3769,0,0,0,0,0.021671,377,0,1,56,0,0.07,1008,1.4875,0,24.5,4,6.91113
0,35.4697,5.15093,0.093407,844,71.09,30.307,352.277,0,96,0.023498,372,0,1,48,0,0,752,1.4875,1,25.4,4,6.94782
0,44.5394,6.96474,0.096002,828,72.4638,0,0,0,-44,0.019088,365,2,1,51,0,0,767,1.4875,1,28.4,4,7.30195
0,39.1629,16.4076,0.084326,408,147.059,0,0,0,6,0.019844,370,2,1,50,0,0.175,1008,1.4875,0,24.7,4,7.16384
0,37.3124,20.1721,0.099894,776,77.3196,0,0,0,6,0.019718,378,2,1,49,0,0.455,1008,3.01875,0,16.9,4,7.12998
0,33.3291,10.7112,0.093407,784,76.5306,0,0,0,0,0.016631,387,0,1,51,0,0.28,240,1.4875,0,12.3,4,7.07632
0,30.2638,18.0198,0.098597,556,107.914,0,0,0,-18,0.018899,364,2,1,54,0,0,511,1.4875,0,26.7,4,6.90125
0,30.164,7.54679,0.098597,812,73.8916,0,0,0,-18,0.018899,364,2,1,54,0,0.175,255,1.4875,0,27.1,4,6.89398
0,28.8277,11.74,0.084326,768,78.125,31.208,358.451,0,14,0.019592,367,2,1,55,0,0.28,496,3.01875,0,17.3,4,6.81099
0,29.3256,10.8248,0.114165,784,76.5306,0,0,0,-20,0.019403,367,2,1,56,0,0.385,496,4.50625,0,21.9,4,6.82001
0,25.3759,9.3975,0.140111,792,75.7576,0,0,0,-30,0.019025,368,0,1,56,0,0.77,240,7.48125,0,25.8,4,6.13502
0,25.0173,8.41008,0.116759,812,73.8916,29.832,356.905,0,58,0.015875,513,5,0,76,0,0.665,1008,7.48125,0,24.1,4,5.78686
0,24.6143,15.2357,0.090813,792,75.7576,29.204,351.876,0,-84,0.0206,414,2,1,52,0,0.665,752,5.99375,0,21.9,4,5.60569
0,24.853,12.5652,0.11157,852,70.4225,0,0,0,20,0.017135,378,2,1,60,0,0.28,1008,3.01875,0,12.3,4,4.70761
0,24.599,10.0843,0.099894,384,156.25,0,0,0,-64,0.018647,369,2,1,60,0,0.175,1008,1.4875,0,21.5,4,3.74606
0,63.7174,9.15043,0.089515,856,70.0935,0,0,0,-8,0.020285,388,0,1,63,0,-0.175,767,1.4875,1,19.1,4,6.45752
0,49.3242,9.31063,0.107678,608,98.6842,0,0,0,-16,0.019781,399,2,1,58,0,0.175,1008,0,0,16,4,6.29236
0,46.0778,17.1918,0.115462,848,70.7547,31.86,326.528,0,-22,0.015812,380,2,1,56,0,-0.56,511,3.01875,1,23.4,4,6.33196
0,43.9162,9.76802,0.115462,848,70.7547,31.955,326.557,0,4,0.016127,375,2,1,58,0,-0.28,511,3.01875,1,23,4,6.27713
0,41.4407,10.1526,0.097299,832,72.1154,0,0,0,14,0.016442,376,2,1,56,0,-0.455,511,3.01875,1,28.2,4,6.22408
0,46.6546,9.92479,0.116759,808,74.2574,0,0,0,-24,0.017009,382,2,1,60,0,-0.07,767,3.01875,1,22.6,4,6.54575
