Cust_id,Age,Account_balance,Personal_loan_ind,Home_loan_ind,Prime_Customer_ind,Overall_Satisfaction
CX01-4872,36,26044,1,0,1,Dis Satisfied
CX01-4873,41,89162,0,1,0,Satisfied
CX01-4874,34,38100,0,1,0,Satisfied
CX01-4875,62,13997,0,0,0,Dis Satisfied
CX01-4876,42,81058,1,1,0,Satisfied
CX01-4877,51,25041,1,0,0,Dis Satisfied
CX01-4878,48,90231,0,1,1,Satisfied
CX01-4879,39,19018,0,0,0,Dis Satisfied
CX01-488,49,54652,1,1,1,Satisfied
CX01-4880,46,16997,0,0,0,Dis Satisfied
CX01-4881,32,14049,0,1,0,Dis Satisfied
CX01-4882,43,44183,1,0,1,Satisfied
CX01-4883,26,67464,0,0,1,Satisfied
CX01-4884,39,33996,1,1,1,Dis Satisfied
CX01-4885,23,47962,1,0,1,Satisfied
CX01-4886,46,82279,1,1,1,Satisfied
CX01-4887,55,37038,0,0,1,Dis Satisfied
CX01-4888,43,35976,0,1,1,Satisfied
CX01-4889,23,32030,0,0,0,Satisfied
CX01-489,31,37035,0,0,0,Dis Satisfied
CX01-4890,53,11913,0,0,0,Dis Satisfied
CX01-4891,39,9024,0,0,0,Dis Satisfied
CX01-4892,40,31086,0,0,0,Dis Satisfied
CX01-4893,45,35467,0,1,0,Satisfied
CX01-4894,27,64251,1,1,1,Satisfied
CX01-4895,56,9051,0,1,1,Dis Satisfied
CX01-4896,52,12909,0,0,1,Dis Satisfied
CX01-4897,47,16047,1,1,1,Dis Satisfied
CX01-4898,34,48231,0,0,1,Satisfied
CX01-4899,64,35072,0,0,0,Dis Satisfied
CX01-490,63,5951,0,1,0,Dis Satisfied
CX01-4900,38,14045,0,1,1,Dis Satisfied
CX01-4901,55,30111,0,0,0,Dis Satisfied
CX01-4902,23,75804,1,1,0,Satisfied
CX01-4903,34,84113,1,0,1,Satisfied
CX01-4904,74,27038,1,1,0,Dis Satisfied
CX01-4905,47,47796,0,0,0,Satisfied
CX01-4906,45,42079,0,0,1,Satisfied
CX01-4907,46,24040,0,1,0,Dis Satisfied
CX01-4908,25,104081,1,1,1,Satisfied
CX01-4909,65,12019,0,1,0,Dis Satisfied
CX01-491,48,55636,0,0,1,Satisfied
CX01-4910,75,9043,0,1,1,Dis Satisfied
CX01-4911,38,17022,0,1,0,Dis Satisfied
CX01-4912,24,36956,0,1,1,Satisfied
CX01-4913,42,38381,0,0,1,Satisfied
CX01-4914,46,93447,0,0,1,Satisfied
CX01-4915,28,34015,1,0,0,Satisfied
CX01-4916,35,30952,1,1,1,Satisfied
CX01-4917,35,21026,1,1,1,Dis Satisfied
CX01-4918,46,7984,0,0,0,Dis Satisfied
CX01-4919,31,24996,0,0,0,Dis Satisfied
CX01-492,50,40063,1,1,0,Dis Satisfied
CX01-4920,43,24060,1,0,1,Dis Satisfied
CX01-4921,34,88744,1,1,0,Satisfied
CX01-4922,38,35956,0,0,0,Dis Satisfied
CX01-4923,59,26928,0,0,0,Dis Satisfied
CX01-4924,69,31010,1,0,0,Dis Satisfied
CX01-4925,34,20002,0,0,1,Dis Satisfied
CX01-4926,56,21012,1,0,0,Dis Satisfied
CX01-4927,36,51333,1,1,1,Satisfied
CX01-4928,43,37015,1,0,0,Dis Satisfied
CX01-4929,53,22927,1,1,1,Dis Satisfied
CX01-493,22,78443,0,1,1,Satisfied
CX01-4930,51,16942,0,1,0,Dis Satisfied
CX01-4931,63,29932,1,1,0,Dis Satisfied
CX01-4932,54,11952,0,0,1,Dis Satisfied
CX01-4933,31,92417,1,1,0,Satisfied
CX01-4934,22,57693,0,0,1,Satisfied
CX01-4935,40,99288,1,1,1,Satisfied
CX01-4936,27,83454,1,0,0,Satisfied
CX01-4937,41,69852,1,0,1,Satisfied
CX01-4938,68,35920,1,0,1,Dis Satisfied
CX01-4939,65,20921,1,1,0,Dis Satisfied
CX01-494,45,30086,0,1,0,Satisfied
CX01-4940,40,69816,0,1,1,Satisfied
CX01-4941,45,7905,1,0,1,Dis Satisfied
CX01-4942,47,91027,0,1,1,Satisfied
CX01-4943,40,87114,1,1,1,Satisfied
CX01-4944,46,13053,0,0,0,Dis Satisfied
CX01-4945,22,61838,0,0,0,Satisfied
CX01-4946,34,55381,1,0,1,Satisfied
CX01-4947,54,16936,0,0,0,Dis Satisfied
CX01-4948,71,31038,1,0,1,Dis Satisfied
CX01-4949,23,69186,0,1,1,Satisfied
CX01-495,39,16013,1,0,0,Dis Satisfied
CX01-4950,36,30952,1,0,1,Satisfied
CX01-4951,48,32933,1,1,0,Dis Satisfied
CX01-4952,41,15044,0,0,1,Dis Satisfied
CX01-4953,47,57997,1,1,0,Satisfied
CX01-4954,45,14950,0,1,1,Dis Satisfied
CX01-4955,34,36954,1,0,1,Satisfied
CX01-4956,25,102834,1,0,1,Satisfied
CX01-4957,28,66905,0,0,1,Satisfied
CX01-4958,64,37033,0,1,0,Dis Satisfied
CX01-4959,41,22939,1,1,0,Dis Satisfied
CX01-496,50,22052,0,0,0,Dis Satisfied
CX01-4960,72,15973,1,0,0,Dis Satisfied
CX01-4961,48,70678,1,0,1,Satisfied
CX01-4962,70,21020,0,1,1,Dis Satisfied
CX01-4963,43,102130,1,0,1,Satisfied
CX01-4964,37,77635,0,0,1,Satisfied
CX01-4965,71,31923,1,1,0,Dis Satisfied
CX01-4966,68,36044,1,0,0,Dis Satisfied
CX01-4967,71,8989,0,0,1,Dis Satisfied
CX01-4968,66,20080,0,0,1,Dis Satisfied
CX01-4969,41,36961,1,1,0,Dis Satisfied
CX01-497,52,10064,0,0,1,Dis Satisfied
CX01-4970,64,32057,0,0,0,Dis Satisfied
CX01-4971,40,9075,0,1,0,Dis Satisfied
CX01-4972,43,15981,1,0,1,Dis Satisfied
CX01-4973,45,30978,1,0,0,Dis Satisfied
CX01-4974,33,103276,0,0,1,Satisfied
CX01-4975,46,26961,0,1,1,Dis Satisfied
CX01-4976,71,9016,0,1,0,Dis Satisfied
CX01-4977,23,85939,0,0,0,Satisfied
CX01-4978,37,33108,1,0,1,Dis Satisfied
CX01-4979,68,9960,1,0,1,Dis Satisfied
CX01-498,41,26946,1,0,0,Dis Satisfied
CX01-4980,61,12065,1,1,1,Dis Satisfied
CX01-4981,61,21099,0,1,0,Dis Satisfied
CX01-4982,35,22948,1,0,0,Dis Satisfied
CX01-4983,54,15002,0,0,0,Dis Satisfied
CX01-4984,22,35071,0,1,1,Satisfied
CX01-4985,55,9976,0,1,0,Dis Satisfied
CX01-4986,73,20037,1,0,0,Dis Satisfied
CX01-4987,49,36933,0,0,1,Dis Satisfied
CX01-4988,59,34947,1,1,1,Dis Satisfied
CX01-4989,37,104425,0,1,0,Satisfied
CX01-499,70,17978,0,1,0,Dis Satisfied
CX01-4990,37,28932,0,0,1,Dis Satisfied
CX01-4991,34,13930,1,1,1,Dis Satisfied
CX01-4992,39,14913,0,1,0,Dis Satisfied
CX01-4993,38,31987,0,0,0,Dis Satisfied
CX01-4994,29,30019,0,0,1,Satisfied
CX01-4995,66,4972,0,0,0,Dis Satisfied
CX01-4996,67,10041,0,0,0,Dis Satisfied
CX01-4997,42,30064,0,0,0,Dis Satisfied
CX01-4998,36,6951,0,0,1,Dis Satisfied
CX01-4999,45,67565,0,0,0,Satisfied
CX01-500,46,75134,1,0,1,Satisfied
CX01-5000,51,28093,0,0,1,Dis Satisfied
CX01-5001,61,16993,0,1,0,Dis Satisfied
CX01-5002,34,92333,1,1,1,Satisfied
CX01-5003,71,23020,0,0,1,Dis Satisfied
CX01-5004,47,43185,0,1,1,Satisfied
CX01-5005,27,74114,0,0,0,Satisfied
CX01-5006,60,21954,1,1,0,Dis Satisfied
CX01-5007,31,77686,0,0,1,Satisfied
CX01-5008,25,56567,1,0,1,Satisfied
CX01-5009,29,76419,1,0,1,Satisfied
CX01-501,32,84789,1,1,1,Satisfied
CX01-5010,24,52965,0,1,1,Satisfied
CX01-5011,54,15004,1,0,0,Dis Satisfied
CX01-5012,34,94035,1,0,1,Satisfied
CX01-5013,36,25930,1,1,1,Dis Satisfied
CX01-5014,42,82619,0,0,0,Satisfied
CX01-5015,21,48999,0,1,1,Satisfied
CX01-5016,32,96160,1,0,1,Satisfied
CX01-5017,35,38095,0,1,0,Satisfied
CX01-5018,39,36960,1,1,0,Dis Satisfied
CX01-5019,39,19967,0,0,1,Dis Satisfied
CX01-502,34,38797,0,0,1,Satisfied
CX01-5020,36,64036,0,1,1,Satisfied
CX01-5021,45,95912,0,0,1,Satisfied
CX01-5022,53,25984,1,1,1,Dis Satisfied
CX01-5023,58,11909,0,0,0,Dis Satisfied
CX01-5024,46,27930,1,1,0,Dis Satisfied
CX01-5025,42,19108,1,0,0,Dis Satisfied
CX01-5026,59,28956,0,0,0,Dis Satisfied
CX01-5027,41,37044,0,0,1,Dis Satisfied
CX01-5028,32,32067,0,0,0,Satisfied
CX01-5029,48,33111,1,0,0,Dis Satisfied
CX01-503,49,26002,0,1,1,Dis Satisfied
CX01-5030,20,64395,0,1,0,Satisfied
CX01-5031,64,26095,0,0,0,Dis Satisfied
CX01-5032,44,39000,0,0,1,Satisfied
CX01-5033,39,76876,0,0,1,Satisfied
CX01-5034,22,70199,0,1,1,Satisfied
CX01-5035,44,92638,0,0,1,Satisfied
CX01-5036,37,52905,1,0,1,Satisfied
CX01-5037,56,18926,0,1,0,Dis Satisfied
CX01-5038,62,39006,1,1,0,Dis Satisfied
CX01-5039,58,37040,1,0,1,Dis Satisfied
CX01-504,46,10103,1,0,0,Dis Satisfied
CX01-5040,38,22943,0,1,1,Dis Satisfied
CX01-5041,42,55329,0,1,1,Satisfied
CX01-5042,35,67996,1,1,1,Satisfied
CX01-5043,29,44853,1,1,1,Satisfied
CX01-5044,38,36093,0,0,0,Dis Satisfied
CX01-5045,40,101336,1,0,0,Satisfied
CX01-5046,45,70038,0,0,1,Satisfied
CX01-5047,58,33932,1,0,0,Dis Satisfied
CX01-5048,40,7932,0,0,0,Dis Satisfied
CX01-5049,46,31995,0,0,0,Dis Satisfied
CX01-505,41,21981,1,0,0,Dis Satisfied
CX01-5050,38,84017,1,0,1,Satisfied
CX01-5051,46,31929,0,0,1,Dis Satisfied
CX01-5052,39,77324,1,0,1,Satisfied
CX01-5053,36,15947,1,1,1,Dis Satisfied
CX01-5054,68,8052,1,0,0,Dis Satisfied
CX01-5055,48,90476,1,0,1,Satisfied
CX01-5056,44,13917,0,1,0,Dis Satisfied
CX01-5057,37,22948,1,1,0,Dis Satisfied
CX01-5058,61,6021,1,1,0,Dis Satisfied
CX01-5059,37,6984,1,1,0,Dis Satisfied
CX01-506,53,20011,1,0,0,Dis Satisfied
CX01-5060,56,37039,1,1,1,Dis Satisfied
CX01-5061,40,75918,1,0,1,Satisfied
CX01-5062,23,65021,0,1,1,Satisfied
CX01-5063,52,22032,0,1,1,Dis Satisfied
CX01-5064,56,13033,1,1,0,Dis Satisfied
CX01-5065,64,10061,1,1,0,Dis Satisfied
CX01-5066,22,95454,1,0,1,Satisfied
CX01-5067,48,27957,0,1,0,Dis Satisfied
CX01-5068,61,18939,0,1,1,Dis Satisfied
CX01-5069,54,14064,0,1,0,Dis Satisfied
CX01-507,47,33027,0,1,0,Dis Satisfied
CX01-5070,42,7033,1,1,0,Dis Satisfied
CX01-5071,23,78194,1,0,1,Satisfied
CX01-5072,45,53634,0,1,1,Satisfied
CX01-5073,43,107857,1,0,1,Satisfied
CX01-5074,51,38013,0,1,0,Dis Satisfied
CX01-5075,45,92911,1,0,1,Satisfied
CX01-5076,28,74534,1,1,0,Satisfied
CX01-5077,71,35392,0,1,0,Dis Satisfied
CX01-5078,33,87708,0,1,1,Satisfied
CX01-5079,29,70990,1,1,1,Satisfied
CX01-508,40,71396,0,0,1,Satisfied
CX01-5080,26,102830,0,0,1,Satisfied
CX01-5081,45,56493,0,0,1,Satisfied
CX01-5082,37,52255,0,0,1,Satisfied
CX01-5083,28,31114,1,1,1,Satisfied
CX01-5084,38,32918,1,1,0,Dis Satisfied
CX01-5085,25,68475,1,1,1,Satisfied
CX01-5086,34,19063,1,1,0,Dis Satisfied
CX01-5087,26,77081,0,1,1,Satisfied
CX01-5088,58,11094,1,0,0,Dis Satisfied
CX01-5089,44,72937,1,1,1,Satisfied
CX01-509,25,89254,1,0,1,Satisfied
CX01-5090,40,92292,0,1,1,Satisfied
CX01-5091,32,45138,1,1,1,Satisfied
CX01-5092,48,97651,1,0,1,Satisfied
CX01-5093,50,12042,0,1,0,Dis Satisfied
CX01-5094,32,47467,0,1,1,Satisfied
CX01-5095,42,18021,1,1,0,Dis Satisfied
CX01-5096,57,23063,1,1,0,Dis Satisfied
CX01-5097,68,16001,1,1,0,Dis Satisfied
CX01-5098,71,10038,1,0,0,Dis Satisfied
CX01-5099,31,21086,0,1,1,Dis Satisfied
CX01-510,47,14969,0,1,0,Dis Satisfied
CX01-5100,63,12998,0,1,1,Dis Satisfied
CX01-5101,29,59264,0,1,1,Satisfied
CX01-5102,71,30962,0,1,1,Dis Satisfied
CX01-5103,47,56650,0,0,0,Satisfied
CX01-5104,28,73770,0,0,1,Satisfied
CX01-5105,36,42982,1,0,1,Satisfied
CX01-5106,35,13050,0,0,1,Dis Satisfied
CX01-5107,47,28966,1,0,0,Dis Satisfied
CX01-5108,54,30045,0,1,0,Dis Satisfied
CX01-5109,47,11058,1,1,0,Dis Satisfied
CX01-511,28,65889,1,1,1,Satisfied
CX01-5110,44,106704,1,0,0,Satisfied
CX01-5111,30,57100,1,0,1,Satisfied
CX01-5112,41,53316,0,1,1,Satisfied
CX01-5113,67,26077,1,0,1,Dis Satisfied
CX01-5114,67,20979,1,1,1,Dis Satisfied
CX01-5115,29,90528,0,1,1,Satisfied
CX01-5116,66,33960,0,0,0,Dis Satisfied
CX01-5117,23,34115,0,1,1,Satisfied
CX01-5118,41,6003,0,0,1,Dis Satisfied
CX01-5119,43,26063,0,1,0,Dis Satisfied
CX01-512,31,44597,0,1,1,Satisfied
CX01-5120,39,71112,0,0,1,Satisfied
CX01-5121,40,4908,1,1,0,Dis Satisfied
CX01-5122,58,39094,0,0,0,Dis Satisfied
CX01-5123,34,36328,0,0,1,Satisfied
CX01-5124,37,26070,0,1,0,Dis Satisfied
CX01-5125,21,72175,0,1,1,Satisfied
CX01-5126,48,38925,0,0,0,Dis Satisfied
CX01-5127,40,42648,1,1,1,Satisfied
CX01-5128,43,33068,0,0,1,Dis Satisfied
CX01-5129,43,29045,0,0,0,Dis Satisfied
CX01-513,61,4904,0,0,0,Dis Satisfied
CX01-5130,30,75662,1,0,1,Satisfied
CX01-5131,66,13103,0,0,0,Dis Satisfied
CX01-5132,25,74064,0,1,1,Satisfied
CX01-5133,50,10994,1,0,0,Dis Satisfied
CX01-5134,41,25961,1,1,1,Dis Satisfied
CX01-5135,39,32033,1,0,0,Dis Satisfied
CX01-5136,54,38954,1,1,1,Dis Satisfied
CX01-5137,26,53520,1,0,1,Satisfied
CX01-5138,37,32101,1,0,0,Dis Satisfied
CX01-5139,45,9098,1,1,1,Dis Satisfied
CX01-514,66,24078,0,1,1,Dis Satisfied
CX01-5140,41,41046,0,0,1,Satisfied
CX01-5141,74,32016,1,0,1,Dis Satisfied
CX01-5142,48,35057,1,1,1,Dis Satisfied
CX01-5143,62,28955,1,1,1,Dis Satisfied
CX01-5144,37,65302,0,0,1,Satisfied
CX01-5145,56,6923,0,0,1,Dis Satisfied
CX01-5146,54,35917,0,1,0,Dis Satisfied
CX01-5147,28,54593,1,0,0,Satisfied
CX01-5148,22,69190,0,0,1,Satisfied
CX01-5149,51,7028,1,0,0,Dis Satisfied
CX01-515,43,25987,0,0,1,Dis Satisfied
CX01-5150,64,36926,1,1,1,Dis Satisfied
CX01-5151,42,75267,1,1,1,Satisfied
CX01-5152,70,16069,1,0,0,Dis Satisfied
CX01-5153,44,55935,1,1,1,Satisfied
CX01-5154,64,16008,0,1,1,Dis Satisfied
CX01-5155,53,23079,0,1,1,Dis Satisfied
CX01-5156,41,16075,0,0,0,Dis Satisfied
CX01-5157,40,95327,0,0,1,Satisfied
CX01-5158,68,33063,1,1,0,Dis Satisfied
CX01-5159,32,59688,0,0,1,Satisfied
CX01-516,22,41941,0,0,1,Satisfied
CX01-5160,36,44153,1,0,1,Satisfied
CX01-5161,38,20971,0,1,1,Dis Satisfied
CX01-5162,27,58101,1,1,1,Satisfied
CX01-5163,65,33942,1,0,0,Dis Satisfied
CX01-5164,36,30058,1,0,0,Dis Satisfied
CX01-5165,38,70478,0,0,1,Satisfied
CX01-5166,19,44126,0,0,0,Satisfied
CX01-5167,45,88397,1,0,1,Satisfied
CX01-5168,61,32994,1,1,1,Dis Satisfied
CX01-5169,52,32110,0,0,0,Dis Satisfied
CX01-517,29,37981,0,0,1,Satisfied
CX01-5170,43,28090,0,0,0,Dis Satisfied
CX01-5171,57,30086,1,1,0,Dis Satisfied
CX01-5172,36,27999,0,0,0,Dis Satisfied
CX01-5173,41,50750,1,0,1,Satisfied
CX01-5174,42,34935,1,0,1,Satisfied
CX01-5175,30,83290,0,0,1,Satisfied
CX01-5176,56,31092,0,1,0,Dis Satisfied
CX01-5177,43,69880,1,0,1,Satisfied
CX01-5178,38,77055,1,1,1,Satisfied
CX01-5179,65,31944,1,1,1,Dis Satisfied
CX01-518,39,30107,0,1,0,Dis Satisfied
CX01-5180,35,15019,0,0,0,Dis Satisfied
CX01-5181,49,21971,1,1,0,Dis Satisfied
CX01-5182,55,25957,0,0,0,Dis Satisfied
CX01-5183,27,96607,0,0,0,Satisfied
CX01-5184,34,35112,0,1,0,Satisfied
CX01-5185,45,8076,1,0,0,Dis Satisfied
CX01-5186,43,28056,1,1,1,Dis Satisfied
CX01-5187,48,21917,0,0,1,Dis Satisfied
CX01-5188,45,94658,1,1,1,Satisfied
CX01-5189,45,17989,1,1,1,Dis Satisfied
CX01-519,46,9080,0,0,0,Dis Satisfied
CX01-5190,44,10099,1,0,0,Dis Satisfied
CX01-5191,70,28036,1,1,0,Dis Satisfied
CX01-5192,25,89607,1,0,1,Satisfied
CX01-5193,26,85149,1,0,0,Satisfied
CX01-5194,74,33057,0,0,1,Dis Satisfied
CX01-5195,41,15945,1,1,1,Dis Satisfied
CX01-5196,69,32018,0,0,1,Dis Satisfied
CX01-5197,57,13943,1,0,1,Dis Satisfied
CX01-5198,45,19077,1,1,0,Dis Satisfied
CX01-5199,31,9016,1,1,0,Dis Satisfied
CX01-520,21,91495,1,0,1,Satisfied
CX01-5200,63,34969,1,0,1,Dis Satisfied
CX01-5201,55,9943,0,0,1,Dis Satisfied
CX01-5202,35,36107,1,0,0,Dis Satisfied
CX01-5203,70,20007,1,0,1,Dis Satisfied
CX01-5204,22,35008,1,0,1,Satisfied
CX01-5205,39,31090,0,1,1,Satisfied
CX01-5206,32,30998,0,1,1,Satisfied
CX01-5207,68,27965,1,1,1,Dis Satisfied
CX01-5208,47,73095,0,0,1,Satisfied
CX01-5209,35,21041,1,0,1,Dis Satisfied
CX01-521,45,14919,1,0,1,Dis Satisfied
CX01-5210,37,30987,0,0,1,Dis Satisfied
CX01-5211,37,33100,1,0,1,Satisfied
CX01-5212,46,51307,1,0,1,Satisfied
CX01-5213,56,11098,1,0,0,Dis Satisfied
CX01-5214,45,31033,1,0,1,Satisfied
CX01-5215,43,66442,0,1,1,Satisfied
CX01-5216,37,76761,0,1,1,Satisfied
CX01-5217,66,47052,1,0,0,Dis Satisfied
CX01-5218,24,72101,1,1,1,Satisfied
CX01-5219,50,35926,0,1,1,Dis Satisfied
CX01-522,45,40076,1,0,1,Dis Satisfied
CX01-5220,65,16928,0,0,1,Dis Satisfied
CX01-5221,27,31040,0,1,1,Satisfied
CX01-5222,60,39115,0,1,0,Dis Satisfied
CX01-5223,66,36090,0,1,0,Dis Satisfied
CX01-5224,47,33927,1,1,1,Dis Satisfied
CX01-5225,42,31089,0,1,0,Dis Satisfied
CX01-5226,52,20964,0,1,0,Dis Satisfied
CX01-5227,60,21003,1,0,0,Dis Satisfied
CX01-5228,26,78363,1,0,0,Satisfied
CX01-5229,46,43891,1,0,1,Satisfied
CX01-523,32,13063,0,1,1,Dis Satisfied
CX01-5230,40,19988,1,1,0,Dis Satisfied
CX01-5231,55,30926,0,1,1,Dis Satisfied
CX01-5232,40,70814,1,0,1,Satisfied
CX01-5233,46,88082,0,1,0,Satisfied
CX01-5234,44,77891,1,0,1,Satisfied
CX01-5235,29,75671,0,0,1,Satisfied
CX01-5236,43,18012,0,1,1,Dis Satisfied
CX01-5237,46,26058,1,0,1,Dis Satisfied
CX01-5238,43,19033,0,0,0,Dis Satisfied
CX01-5239,51,28950,0,0,1,Dis Satisfied
CX01-524,37,15079,1,0,1,Dis Satisfied
CX01-5240,66,15944,0,1,0,Dis Satisfied
CX01-5241,31,95782,0,0,1,Satisfied
CX01-5242,65,17916,1,1,0,Dis Satisfied
CX01-5243,36,101805,1,0,1,Satisfied
CX01-5244,35,31974,1,1,0,Dis Satisfied
CX01-5245,46,38835,1,0,1,Satisfied
CX01-5246,61,38991,1,0,1,Dis Satisfied
CX01-5247,24,59725,0,0,1,Satisfied
CX01-5248,39,46915,1,1,1,Satisfied
CX01-5249,49,86420,0,1,1,Satisfied
CX01-525,45,22030,0,0,0,Dis Satisfied
CX01-5250,40,85666,1,1,1,Satisfied
CX01-5251,68,21049,0,0,1,Dis Satisfied
CX01-5252,38,22061,1,0,1,Dis Satisfied
CX01-5253,46,63974,0,1,0,Satisfied
CX01-5254,49,38549,1,1,1,Satisfied
CX01-5255,47,17934,0,1,0,Dis Satisfied
CX01-5256,45,31206,1,1,1,Satisfied
CX01-5257,40,35019,1,0,0,Dis Satisfied
CX01-5258,62,19067,0,1,1,Dis Satisfied
CX01-5259,68,35073,0,1,1,Dis Satisfied
CX01-526,70,18967,1,1,0,Dis Satisfied
CX01-5260,54,32986,1,0,1,Dis Satisfied
CX01-5261,40,31066,1,1,1,Dis Satisfied
CX01-5262,24,81054,0,0,1,Satisfied
CX01-5263,48,96680,0,1,1,Satisfied
CX01-5264,35,38924,1,0,1,Satisfied
CX01-5265,48,22018,0,1,1,Dis Satisfied
CX01-5266,65,8009,1,1,0,Dis Satisfied
CX01-5267,30,92660,1,0,1,Satisfied
CX01-5268,34,6952,0,1,1,Dis Satisfied
CX01-5269,43,15948,1,1,0,Dis Satisfied
CX01-527,38,21961,0,1,0,Dis Satisfied
CX01-5270,44,66943,1,1,1,Satisfied
CX01-5271,67,28077,0,1,0,Dis Satisfied
CX01-5272,30,71988,1,0,1,Satisfied
CX01-5273,63,22079,0,0,1,Dis Satisfied
CX01-5274,24,66587,1,1,1,Satisfied
CX01-5275,38,32950,1,1,1,Satisfied
CX01-5276,55,25110,0,0,1,Dis Satisfied
CX01-5277,75,27916,1,1,0,Dis Satisfied
CX01-5278,53,14942,0,1,1,Dis Satisfied
CX01-5279,52,34069,1,1,0,Dis Satisfied
CX01-528,39,47586,1,1,1,Satisfied
CX01-5280,22,100529,1,1,1,Satisfied
CX01-5281,69,27929,0,0,0,Dis Satisfied
CX01-5282,42,58792,0,0,0,Satisfied
CX01-5283,66,24986,0,1,0,Dis Satisfied
CX01-5284,25,41273,1,0,1,Satisfied
CX01-5285,43,86618,1,0,1,Satisfied
CX01-5286,21,30107,1,0,1,Satisfied
CX01-5287,47,34108,1,0,1,Satisfied
CX01-5288,35,14018,0,0,1,Dis Satisfied
CX01-5289,26,66412,0,1,0,Satisfied
CX01-529,65,14942,0,1,0,Dis Satisfied
CX01-5290,23,62382,1,0,0,Satisfied
CX01-5291,66,15030,1,1,0,Dis Satisfied
CX01-5292,45,7914,1,1,0,Dis Satisfied
CX01-5293,75,19021,1,0,0,Dis Satisfied
CX01-5294,36,78188,1,1,0,Satisfied
CX01-5295,36,37980,0,0,0,Dis Satisfied
CX01-5296,24,62938,0,1,1,Satisfied
CX01-5297,42,73026,1,1,1,Satisfied
CX01-5298,20,70753,1,1,1,Satisfied
CX01-5299,45,58401,0,0,1,Satisfied
CX01-530,57,13015,1,0,0,Dis Satisfied
CX01-5300,66,20054,1,0,0,Dis Satisfied
CX01-5301,74,25930,1,1,1,Dis Satisfied
CX01-5302,61,10045,0,1,0,Dis Satisfied
CX01-5303,26,93923,0,0,0,Satisfied
CX01-5304,36,29018,0,0,0,Dis Satisfied
CX01-5305,40,4953,1,1,0,Dis Satisfied
CX01-5306,50,34975,0,0,1,Dis Satisfied
CX01-5307,58,24040,1,0,0,Dis Satisfied
CX01-5308,25,37846,1,1,1,Satisfied
CX01-5309,26,107571,1,1,1,Satisfied
CX01-531,46,12009,1,1,0,Dis Satisfied
CX01-5310,25,54476,0,1,1,Satisfied
CX01-5311,37,69300,1,0,1,Satisfied
CX01-5312,27,82209,1,0,1,Satisfied
CX01-5313,25,85403,1,0,0,Satisfied
CX01-5314,70,18036,1,1,0,Dis Satisfied
CX01-5315,42,30012,0,1,1,Satisfied
CX01-5316,38,15019,1,1,1,Dis Satisfied
CX01-5317,46,62938,0,1,1,Satisfied
CX01-5318,40,21050,0,0,1,Dis Satisfied
CX01-5319,25,49590,1,1,0,Satisfied
CX01-532,65,16983,0,0,0,Dis Satisfied
CX01-5320,30,49965,0,1,1,Satisfied
CX01-5321,22,52261,1,1,0,Satisfied
CX01-5322,38,81841,0,0,1,Satisfied
CX01-5323,54,26063,0,0,0,Dis Satisfied
CX01-5324,47,8020,0,0,0,Dis Satisfied
CX01-5325,35,58492,1,1,1,Satisfied
CX01-5326,24,88695,0,0,1,Satisfied
CX01-5327,25,84799,0,1,1,Satisfied
CX01-5328,35,41930,1,1,1,Satisfied
CX01-5329,34,90374,1,1,1,Satisfied
CX01-533,59,16980,0,1,0,Dis Satisfied
CX01-5330,22,37738,1,1,1,Satisfied
CX01-5331,23,48433,1,0,1,Satisfied
CX01-5332,55,28022,0,1,1,Dis Satisfied
CX01-5333,54,18013,1,0,0,Dis Satisfied
CX01-5334,57,28954,0,0,1,Dis Satisfied
CX01-5335,57,15920,0,1,1,Dis Satisfied
CX01-5336,48,77335,0,1,1,Satisfied
CX01-5337,31,31929,0,1,1,Satisfied
CX01-5338,61,26971,0,1,0,Dis Satisfied
CX01-5339,43,63158,0,0,1,Satisfied
CX01-534,27,34058,0,1,1,Satisfied
CX01-5340,69,37093,1,1,1,Dis Satisfied
CX01-5341,37,66711,1,1,1,Satisfied
CX01-5342,41,10993,0,0,0,Dis Satisfied
CX01-5343,46,67692,1,1,1,Satisfied
CX01-5344,27,52694,1,1,0,Satisfied
CX01-5345,21,29973,1,1,1,Satisfied
CX01-5346,26,49316,0,0,1,Satisfied
CX01-5347,27,99745,0,0,1,Satisfied
CX01-5348,35,82218,1,1,1,Satisfied
CX01-5349,41,42613,1,1,0,Satisfied
CX01-535,26,67536,1,0,1,Satisfied
CX01-5350,48,7104,0,0,0,Dis Satisfied
CX01-5351,67,32965,0,1,1,Dis Satisfied
CX01-5352,35,88726,0,1,1,Satisfied
CX01-5353,41,50380,0,0,1,Satisfied
CX01-5354,63,37960,0,0,0,Dis Satisfied
CX01-5355,47,62360,1,1,0,Satisfied
CX01-5356,48,6995,1,0,1,Dis Satisfied
CX01-5357,60,29964,0,0,0,Dis Satisfied
CX01-5358,38,9050,0,0,0,Dis Satisfied
CX01-5359,51,35048,0,0,0,Dis Satisfied
CX01-536,57,24036,0,0,0,Dis Satisfied
CX01-5360,44,29056,1,0,0,Dis Satisfied
CX01-5361,59,22080,0,0,1,Dis Satisfied
CX01-5362,38,38070,1,1,0,Dis Satisfied
CX01-5363,67,32028,0,0,0,Dis Satisfied
CX01-5364,68,7076,1,0,1,Dis Satisfied
CX01-5365,41,73969,0,1,1,Satisfied
CX01-5366,34,57999,1,1,1,Satisfied
CX01-5367,42,91279,0,0,1,Satisfied
